v129_rawvalue_11,v129_rawvalue_12,v129_rawvalue_13,v129_rawvalue_14,v129_rawvalue_15,v129_rawvalue_16,v129_rawvalue_17,fips,county
NA,NA,NA,NA,NA,NA,NA,46035,Davison County
NA,NA,NA,NA,NA,NA,NA,46037,Day County
NA,NA,NA,NA,NA,NA,NA,46039,Deuel County
NA,NA,NA,NA,NA,NA,NA,46041,Dewey County
NA,NA,NA,NA,NA,NA,NA,46043,Douglas County
NA,NA,NA,NA,NA,NA,NA,46045,Edmunds County
NA,NA,NA,NA,NA,NA,NA,46047,Fall River County
NA,NA,NA,NA,NA,NA,NA,46049,Faulk County
NA,NA,NA,NA,NA,NA,NA,46051,Grant County
NA,NA,NA,NA,NA,NA,NA,46053,Gregory County
NA,NA,NA,NA,NA,NA,NA,46055,Haakon County
NA,NA,NA,NA,NA,NA,NA,46057,Hamlin County
NA,NA,NA,NA,NA,NA,NA,46059,Hand County
NA,NA,NA,NA,NA,NA,NA,46061,Hanson County
NA,NA,NA,NA,NA,NA,NA,46063,Harding County
NA,NA,NA,NA,NA,NA,NA,46065,Hughes County
NA,NA,NA,NA,NA,NA,NA,46067,Hutchinson County
NA,NA,NA,NA,NA,NA,NA,46069,Hyde County
NA,NA,NA,NA,NA,NA,NA,46071,Jackson County
NA,NA,NA,NA,NA,NA,NA,46073,Jerauld County
NA,NA,NA,NA,NA,NA,NA,46075,Jones County
NA,NA,NA,NA,NA,NA,NA,46077,Kingsbury County
NA,NA,NA,NA,NA,NA,NA,46079,Lake County
NA,NA,NA,NA,NA,NA,NA,46081,Lawrence County
26,26,26,26,26,26,26,46083,Lincoln County
NA,NA,NA,NA,NA,NA,NA,46085,Lyman County
NA,NA,NA,NA,NA,NA,NA,46087,McCook County
NA,NA,NA,NA,NA,NA,NA,46089,McPherson County
NA,NA,NA,NA,NA,NA,NA,46091,Marshall County
26,NA,NA,NA,NA,NA,NA,46093,Meade County
NA,NA,NA,NA,NA,NA,NA,46095,Mellette County
NA,NA,NA,NA,NA,NA,NA,46097,Miner County
26,26,26,26,26,26,26,46099,Minnehaha County
NA,NA,NA,NA,NA,NA,NA,46101,Moody County
26,25.6,25.6,26,26,26,26,46103,Pennington County
NA,NA,NA,NA,NA,NA,NA,46105,Perkins County
NA,NA,NA,NA,NA,NA,NA,46107,Potter County
19.5,NA,NA,NA,NA,NA,NA,46109,Roberts County
NA,NA,NA,NA,NA,NA,NA,46111,Sanborn County
18.5,22.4,20.5,20.5,NA,NA,NA,46113,Shannon County
NA,NA,NA,NA,NA,NA,NA,46115,Spink County
NA,NA,NA,NA,NA,NA,NA,46117,Stanley County
NA,NA,NA,NA,NA,NA,NA,46119,Sully County
19.5,20.5,23.2,22.4,20.5,20.5,19.5,46121,Todd County
NA,NA,NA,NA,NA,NA,NA,46123,Tripp County
NA,NA,NA,NA,NA,NA,NA,46125,Turner County
NA,NA,NA,NA,NA,NA,NA,46127,Union County
NA,NA,NA,NA,NA,NA,NA,46129,Walworth County
NA,NA,NA,NA,NA,NA,NA,46135,Yankton County
NA,NA,NA,NA,NA,NA,NA,46137,Ziebach County
25.6,25.6,25.6,26,26,26,26,47000,Tennessee
26,26,26,26,26,25.6,25.6,47001,Anderson County
25.6,24.8,24.8,26,25.6,25.6,25.6,47003,Bedford County
NA,NA,NA,NA,NA,NA,NA,47005,Benton County
NA,NA,NA,NA,NA,NA,NA,47007,Bledsoe County
26,26,26,26,26,26,26,47009,Blount County
26,24.8,26,26,26,26,26,47011,Bradley County
26,26,NA,NA,NA,NA,NA,47013,Campbell County
NA,NA,NA,NA,NA,NA,NA,47015,Cannon County
25.6,23.2,24.8,24.8,NA,NA,NA,47017,Carroll County
24.8,24.8,24,25.6,25.6,26,26,47019,Carter County
26,NA,26,NA,NA,25.6,26,47021,Cheatham County
NA,NA,NA,NA,NA,NA,NA,47023,Chester County
24.8,25.6,25.6,24,25.6,NA,NA,47025,Claiborne County
NA,NA,NA,NA,NA,NA,NA,47027,Clay County
26,26,26,26,26,NA,26,47029,Cocke County
26,24.8,25.6,26,26,26,26,47031,Coffee County
23.2,NA,NA,NA,NA,NA,NA,47033,Crockett County
26,NA,26,26,25.6,25.6,26,47035,Cumberland County
25.6,26,26,26,26,26,26,47037,Davidson County
NA,NA,NA,NA,NA,NA,NA,47039,Decatur County
24.8,NA,NA,NA,NA,NA,NA,47041,DeKalb County
24.8,26,25.6,26,26,26,26,47043,Dickson County
22.4,20.5,23.2,22.4,23.2,24.8,24,47045,Dyer County
26,25.6,26,26,26,NA,NA,47047,Fayette County
NA,NA,NA,NA,NA,NA,NA,47049,Fentress County
26,NA,NA,26,26,NA,26,47051,Franklin County
26,25.6,26,26,26,26,26,47053,Gibson County
NA,NA,NA,NA,NA,NA,NA,47055,Giles County
NA,NA,NA,NA,NA,NA,NA,47057,Grainger County
26,26,26,26,26,26,26,47059,Greene County
NA,NA,NA,NA,NA,NA,NA,47061,Grundy County
26,26,26,26,26,26,26,47063,Hamblen County
24,24.8,24.8,24.8,25.6,26,26,47065,Hamilton County
NA,NA,NA,NA,NA,NA,NA,47067,Hancock County
NA,23.2,24.8,NA,NA,NA,24,47069,Hardeman County
25.6,NA,NA,NA,NA,NA,NA,47071,Hardin County
26,26,26,26,25.6,24.8,24,47073,Hawkins County
18.5,17.5,18.5,19.5,18.5,20.5,NA,47075,Haywood County
26,24.8,NA,NA,NA,24.8,24.8,47077,Henderson County
24.8,24.8,24.8,24.8,24.8,24,25.6,47079,Henry County
22.4,20.5,23.2,24,NA,NA,NA,47081,Hickman County
NA,NA,NA,NA,NA,NA,NA,47083,Houston County
NA,NA,NA,NA,NA,NA,NA,47085,Humphreys County
NA,NA,NA,NA,NA,NA,NA,47087,Jackson County
25.6,26,26,25.6,26,26,26,47089,Jefferson County
NA,NA,NA,NA,NA,NA,NA,47091,Johnson County
26,26,26,26,26,26,26,47093,Knox County
NA,NA,NA,NA,NA,NA,NA,47095,Lake County
20.5,20.5,18.5,19.5,20.5,22.4,22.4,47097,Lauderdale County
26,26,26,26,26,26,26,47099,Lawrence County
NA,NA,NA,NA,NA,NA,NA,47101,Lewis County
24.8,NA,26,24.8,26,25.6,25.6,47103,Lincoln County
NA,26,NA,NA,NA,26,26,47105,Loudon County
26,26,26,26,26,26,26,47107,McMinn County
26,NA,NA,NA,NA,NA,NA,47109,McNairy County
NA,NA,NA,NA,NA,NA,NA,47111,Macon County
24.8,22.4,24,25.6,25.6,25.6,25.6,47113,Madison County
24.8,23.2,23.2,24.8,NA,NA,NA,47115,Marion County
20.5,24,23.2,20.5,23.2,24.8,24.8,47117,Marshall County
25.6,26,26,26,26,26,26,47119,Maury County
NA,NA,NA,NA,NA,NA,NA,47121,Meigs County
26,26,26,26,NA,26,26,47123,Monroe County
26,26,26,26,26,26,26,47125,Montgomery County
NA,NA,NA,NA,NA,NA,NA,47127,Moore County
NA,NA,NA,NA,NA,NA,NA,47129,Morgan County
23.2,24,24,24.8,25.6,25.6,NA,47131,Obion County
NA,NA,NA,NA,NA,NA,NA,47133,Overton County
NA,NA,NA,NA,NA,NA,NA,47135,Perry County
NA,NA,NA,NA,NA,NA,NA,47137,Pickett County
23.2,NA,NA,NA,NA,NA,NA,47139,Polk County
26,26,26,26,26,26,26,47141,Putnam County
24.8,24.8,24.8,24.8,24,24.8,23.2,47143,Rhea County
25.6,25.6,26,24.8,24.8,26,26,47145,Roane County
26,26,26,26,26,26,26,47147,Robertson County
26,26,26,26,26,26,26,47149,Rutherford County
26,NA,NA,NA,NA,NA,NA,47151,Scott County
NA,NA,NA,NA,NA,NA,NA,47153,Sequatchie County
26,26,26,26,26,26,26,47155,Sevier County
20.5,20.5,22.4,23.2,23.2,24.8,24.8,47157,Shelby County
NA,NA,NA,NA,NA,NA,NA,47159,Smith County
NA,NA,NA,NA,NA,NA,NA,47161,Stewart County
25.6,25.6,25.6,25.6,25.6,26,26,47163,Sullivan County
26,26,26,26,26,26,26,47165,Sumner County
26,23.2,24.8,26,26,26,26,47167,Tipton County
NA,NA,NA,NA,NA,NA,NA,47169,Trousdale County
NA,NA,NA,NA,NA,NA,NA,47171,Unicoi County
NA,NA,NA,NA,NA,NA,NA,47173,Union County
NA,NA,NA,NA,NA,NA,NA,47175,Van Buren County
26,26,26,26,26,25.6,25.6,47177,Warren County
24.8,24.8,24.8,25.6,25.6,25.6,24.8,47179,Washington County
NA,NA,NA,NA,NA,NA,NA,47181,Wayne County
26,NA,NA,25.6,26,NA,NA,47183,Weakley County
NA,NA,NA,NA,NA,NA,NA,47185,White County
26,26,26,26,26,26,26,47187,Williamson County
26,26,26,26,26,26,26,47189,Wilson County
26,26,26,26,26,26,26,48000,Texas
26,26,26,26,26,NA,NA,48001,Anderson County
24.8,NA,NA,NA,NA,NA,NA,48003,Andrews County
26,26,26,26,26,26,26,48005,Angelina County
NA,NA,NA,NA,NA,NA,NA,48007,Aransas County
NA,NA,NA,NA,NA,NA,NA,48009,Archer County
NA,NA,NA,NA,NA,NA,NA,48011,Armstrong County
26,26,26,26,26,26,26,48013,Atascosa County
26,NA,NA,NA,NA,NA,NA,48015,Austin County
NA,NA,NA,NA,NA,NA,NA,48017,Bailey County
NA,NA,NA,NA,NA,NA,NA,48019,Bandera County
26,26,26,26,26,26,26,48021,Bastrop County
NA,NA,NA,NA,NA,NA,NA,48023,Baylor County
26,NA,26,NA,25.6,NA,NA,48025,Bee County
25.6,26,26,25.6,25.6,26,26,48027,Bell County
26,26,26,26,26,26,26,48029,Bexar County
NA,NA,NA,NA,NA,NA,NA,48031,Blanco County
NA,NA,NA,NA,NA,NA,NA,48033,Borden County
NA,NA,NA,NA,NA,NA,NA,48035,Bosque County
26,26,26,26,26,26,25.6,48037,Bowie County
26,26,26,26,26,26,26,48039,Brazoria County
26,26,26,26,26,26,26,48041,Brazos County
NA,NA,NA,NA,NA,NA,NA,48043,Brewster County
NA,NA,NA,NA,NA,NA,NA,48045,Briscoe County
NA,NA,NA,NA,NA,NA,NA,48047,Brooks County
24.8,23.2,24.8,24,24,24.8,24.8,48049,Brown County
NA,NA,NA,NA,NA,NA,NA,48051,Burleson County
26,NA,NA,26,26,26,NA,48053,Burnet County
26,NA,NA,NA,26,NA,NA,48055,Caldwell County
26,NA,NA,NA,NA,NA,NA,48057,Calhoun County
NA,NA,NA,NA,NA,NA,NA,48059,Callahan County
26,26,26,26,26,26,26,48061,Cameron County
NA,NA,NA,NA,NA,NA,NA,48063,Camp County
NA,NA,NA,NA,NA,NA,NA,48065,Carson County
NA,NA,NA,NA,NA,NA,NA,48067,Cass County
NA,NA,NA,NA,NA,NA,NA,48069,Castro County
26,NA,26,NA,NA,NA,NA,48071,Chambers County
26,26,26,26,26,26,25.6,48073,Cherokee County
NA,NA,NA,NA,NA,NA,NA,48075,Childress County
NA,NA,NA,NA,NA,NA,NA,48077,Clay County
NA,NA,NA,NA,NA,NA,NA,48079,Cochran County
NA,NA,NA,NA,NA,NA,NA,48081,Coke County
NA,NA,NA,NA,NA,NA,NA,48083,Coleman County
26,26,26,26,26,26,26,48085,Collin County
NA,NA,NA,NA,NA,NA,NA,48087,Collingsworth County
NA,NA,NA,NA,NA,NA,NA,48089,Colorado County
26,26,26,26,26,26,26,48091,Comal County
NA,NA,NA,NA,NA,NA,NA,48093,Comanche County
NA,NA,NA,NA,NA,NA,NA,48095,Concho County
26,26,26,26,26,26,NA,48097,Cooke County
26,25.6,26,26,26,26,26,48099,Coryell County
NA,NA,NA,NA,NA,NA,NA,48101,Cottle County
NA,NA,NA,NA,NA,NA,NA,48103,Crane County
NA,NA,NA,NA,NA,NA,NA,48105,Crockett County
NA,NA,NA,NA,NA,NA,NA,48107,Crosby County
NA,NA,NA,NA,NA,NA,NA,48109,Culberson County
NA,NA,NA,NA,NA,NA,NA,48111,Dallam County
25.6,26,26,26,26,26,26,48113,Dallas County
NA,NA,NA,NA,NA,NA,NA,48115,Dawson County
24.8,24.8,24,NA,25.6,NA,NA,48117,Deaf Smith County
NA,NA,NA,NA,NA,NA,NA,48119,Delta County
26,26,26,26,26,26,26,48121,Denton County
NA,NA,NA,NA,NA,NA,NA,48123,DeWitt County
NA,NA,NA,NA,NA,NA,NA,48125,Dickens County
NA,NA,NA,NA,NA,NA,NA,48127,Dimmit County
NA,NA,NA,NA,NA,NA,NA,48129,Donley County
NA,NA,NA,NA,NA,NA,NA,48131,Duval County
25.6,20.5,NA,NA,NA,NA,NA,48133,Eastland County
26,26,26,26,26,26,26,48135,Ector County
NA,NA,NA,NA,NA,NA,NA,48137,Edwards County
26,26,26,26,26,26,26,48139,Ellis County
26,26,26,26,26,26,26,48141,El Paso County
26,NA,NA,NA,NA,26,26,48143,Erath County
24.8,19.5,NA,NA,NA,NA,NA,48145,Falls County
26,NA,NA,NA,NA,NA,NA,48147,Fannin County
25.6,NA,NA,NA,NA,NA,NA,48149,Fayette County
NA,NA,NA,NA,NA,NA,NA,48151,Fisher County
NA,NA,NA,NA,NA,NA,NA,48153,Floyd County
NA,NA,NA,NA,NA,NA,NA,48155,Foard County
26,26,26,26,26,26,26,48157,Fort Bend County
NA,NA,NA,NA,NA,NA,NA,48159,Franklin County
NA,NA,NA,NA,NA,NA,NA,48161,Freestone County
NA,NA,NA,NA,NA,NA,NA,48163,Frio County
26,NA,NA,NA,NA,NA,NA,48165,Gaines County
26,26,26,26,26,26,26,48167,Galveston County
NA,NA,NA,NA,NA,NA,NA,48169,Garza County
NA,NA,NA,NA,NA,NA,NA,48171,Gillespie County
NA,NA,NA,NA,NA,NA,NA,48173,Glasscock County
NA,NA,NA,NA,NA,NA,NA,48175,Goliad County
25.6,24.8,24.8,NA,NA,NA,NA,48177,Gonzales County
22.4,23.2,22.4,22.4,22.4,24.8,NA,48179,Gray County
26,26,26,26,26,26,26,48181,Grayson County
25.6,26,26,25.6,26,25.6,26,48183,Gregg County
NA,NA,NA,NA,NA,NA,NA,48185,Grimes County
26,26,26,26,26,26,26,48187,Guadalupe County
26,NA,NA,26,26,26,26,48189,Hale County
NA,NA,NA,NA,NA,NA,NA,48191,Hall County
NA,NA,NA,NA,NA,NA,NA,48193,Hamilton County
NA,NA,NA,NA,NA,NA,NA,48195,Hansford County
NA,NA,NA,NA,NA,NA,NA,48197,Hardeman County
26,26,26,26,26,26,26,48199,Hardin County
26,26,26,26,26,26,26,48201,Harris County
26,24.8,25.6,26,26,26,26,48203,Harrison County
NA,NA,NA,NA,NA,NA,NA,48205,Hartley County
NA,NA,NA,NA,NA,NA,NA,48207,Haskell County
26,26,26,26,26,26,26,48209,Hays County
NA,NA,NA,NA,NA,NA,NA,48211,Hemphill County
26,26,26,26,26,26,26,48213,Henderson County
26,26,26,26,26,26,26,48215,Hidalgo County
22.4,22.4,22.4,23.2,24,26,NA,48217,Hill County
NA,NA,NA,NA,NA,NA,NA,48219,Hockley County
26,24.8,24.8,26,26,26,26,48221,Hood County
NA,NA,NA,NA,NA,NA,NA,48223,Hopkins County
NA,NA,NA,NA,NA,NA,NA,48225,Houston County
24.8,25.6,24.8,25.6,24.8,26,26,48227,Howard County
NA,NA,NA,NA,NA,NA,NA,48229,Hudspeth County
25.6,25.6,25.6,24.8,25.6,26,25.6,48231,Hunt County
24,NA,24,24.8,24,NA,NA,48233,Hutchinson County
NA,NA,NA,NA,NA,NA,NA,48235,Irion County
NA,NA,NA,NA,NA,NA,NA,48237,Jack County
NA,NA,NA,NA,NA,NA,NA,48239,Jackson County
26,24.8,25.6,26,26,NA,NA,48241,Jasper County
NA,NA,NA,NA,NA,NA,NA,48243,Jeff Davis County
26,26,26,26,26,25.6,25.6,48245,Jefferson County
NA,NA,NA,NA,NA,NA,NA,48247,Jim Hogg County
26,26,26,26,26,26,NA,48249,Jim Wells County
26,26,26,25.6,26,26,26,48251,Johnson County
NA,NA,NA,NA,NA,NA,NA,48253,Jones County
NA,NA,NA,NA,NA,NA,NA,48255,Karnes County
26,26,26,26,26,26,26,48257,Kaufman County
NA,NA,NA,NA,NA,NA,NA,48259,Kendall County
NA,NA,NA,NA,NA,NA,NA,48261,Kenedy County
NA,NA,NA,NA,NA,NA,NA,48263,Kent County
26,26,NA,NA,NA,NA,NA,48265,Kerr County
NA,NA,NA,NA,NA,NA,NA,48267,Kimble County
NA,NA,NA,NA,NA,NA,NA,48269,King County
NA,NA,NA,NA,NA,NA,NA,48271,Kinney County
NA,25.6,26,NA,NA,NA,NA,48273,Kleberg County
NA,NA,NA,NA,NA,NA,NA,48275,Knox County
26,26,26,26,26,26,26,48277,Lamar County
NA,NA,NA,NA,NA,NA,NA,48279,Lamb County
NA,NA,NA,NA,NA,NA,NA,48281,Lampasas County
NA,NA,NA,NA,NA,NA,NA,48283,La Salle County
NA,NA,NA,NA,NA,NA,NA,48285,Lavaca County
NA,NA,NA,NA,NA,NA,NA,48287,Lee County
NA,NA,NA,NA,NA,NA,NA,48289,Leon County
26,26,26,26,26,26,26,48291,Liberty County
NA,NA,NA,NA,NA,NA,NA,48293,Limestone County
NA,NA,NA,NA,NA,NA,NA,48295,Lipscomb County
NA,NA,NA,NA,NA,NA,NA,48297,Live Oak County
NA,NA,NA,NA,NA,NA,NA,48299,Llano County
NA,NA,NA,NA,NA,NA,NA,48301,Loving County
26,26,26,26,26,26,26,48303,Lubbock County
NA,NA,NA,NA,NA,NA,NA,48305,Lynn County
NA,NA,NA,NA,NA,NA,NA,48307,McCulloch County
25.6,25.6,25.6,26,26,26,26,48309,McLennan County
NA,NA,NA,NA,NA,NA,NA,48311,McMullen County
NA,NA,NA,NA,NA,NA,NA,48313,Madison County
NA,NA,NA,NA,NA,NA,NA,48315,Marion County
NA,NA,NA,NA,NA,NA,NA,48317,Martin County
NA,NA,NA,NA,NA,NA,NA,48319,Mason County
26,26,26,26,26,26,NA,48321,Matagorda County
26,26,26,26,NA,26,26,48323,Maverick County
26,26,NA,NA,26,26,26,48325,Medina County
NA,NA,NA,NA,NA,NA,NA,48327,Menard County
26,26,26,26,26,26,26,48329,Midland County
NA,25.6,NA,NA,NA,NA,NA,48331,Milam County
NA,NA,NA,NA,NA,NA,NA,48333,Mills County
NA,NA,NA,NA,NA,NA,NA,48335,Mitchell County
NA,NA,NA,NA,NA,NA,NA,48337,Montague County
26,26,26,26,26,26,26,48339,Montgomery County
NA,NA,NA,NA,NA,26,26,48341,Moore County
24,NA,NA,NA,NA,NA,NA,48343,Morris County
NA,NA,NA,NA,NA,NA,NA,48345,Motley County
26,25.6,26,26,26,26,26,48347,Nacogdoches County
26,26,26,26,26,26,26,48349,Navarro County
NA,NA,NA,NA,NA,NA,NA,48351,Newton County
19.5,NA,20.5,NA,NA,NA,NA,48353,Nolan County
26,26,26,26,26,26,26,48355,Nueces County
NA,NA,NA,NA,NA,NA,NA,48357,Ochiltree County
NA,NA,NA,NA,NA,NA,NA,48359,Oldham County
26,26,26,26,26,25.6,24.8,48361,Orange County
25.6,24.8,24.8,26,25.6,26,NA,48363,Palo Pinto County
26,24,NA,NA,NA,24,24,48365,Panola County
26,26,26,26,26,26,26,48367,Parker County
NA,NA,NA,NA,NA,NA,NA,48369,Parmer County
NA,NA,NA,NA,NA,NA,NA,48371,Pecos County
24,24.8,24,23.2,23.2,26,26,48373,Polk County
24,24,24,24,24,24.8,25.6,48375,Potter County
NA,NA,NA,NA,NA,NA,NA,48377,Presidio County
NA,NA,NA,NA,NA,NA,NA,48379,Rains County
26,25.6,26,26,26,26,26,48381,Randall County
NA,NA,NA,NA,NA,NA,NA,48383,Reagan County
NA,NA,NA,NA,NA,NA,NA,48385,Real County
20.5,NA,NA,NA,NA,NA,NA,48387,Red River County
NA,NA,NA,NA,NA,NA,NA,48389,Reeves County
NA,NA,NA,NA,NA,NA,NA,48391,Refugio County
NA,NA,NA,NA,NA,NA,NA,48393,Roberts County
NA,NA,NA,NA,NA,NA,NA,48395,Robertson County
26,26,26,26,26,26,26,48397,Rockwall County
NA,NA,NA,NA,NA,NA,NA,48399,Runnels County
26,26,26,26,26,26,26,48401,Rusk County
NA,NA,NA,NA,NA,NA,NA,48403,Sabine County
NA,NA,NA,NA,NA,NA,NA,48405,San Augustine County
NA,NA,NA,NA,NA,NA,NA,48407,San Jacinto County
26,26,26,26,26,26,26,48409,San Patricio County
NA,NA,NA,NA,NA,NA,NA,48411,San Saba County
NA,NA,NA,NA,NA,NA,NA,48413,Schleicher County
NA,NA,NA,NA,NA,NA,NA,48415,Scurry County
NA,NA,NA,NA,NA,NA,NA,48417,Shackelford County
26,26,26,NA,NA,NA,26,48419,Shelby County
NA,NA,NA,NA,NA,NA,NA,48421,Sherman County
26,26,26,26,26,26,25.6,48423,Smith County
NA,NA,NA,NA,NA,NA,NA,48425,Somervell County
26,26,26,26,26,26,26,48427,Starr County
NA,NA,NA,NA,NA,NA,NA,48429,Stephens County
NA,NA,NA,NA,NA,NA,NA,48431,Sterling County
NA,NA,NA,NA,NA,NA,NA,48433,Stonewall County
NA,NA,NA,NA,NA,NA,NA,48435,Sutton County
NA,NA,NA,NA,NA,NA,NA,48437,Swisher County
26,26,26,26,26,26,26,48439,Tarrant County
25.6,24.8,25.6,25.6,25.6,26,26,48441,Taylor County
NA,NA,NA,NA,NA,NA,NA,48443,Terrell County
NA,NA,NA,NA,NA,NA,NA,48445,Terry County
NA,NA,NA,NA,NA,NA,NA,48447,Throckmorton County
26,26,26,NA,NA,NA,NA,48449,Titus County
26,26,26,26,26,26,26,48451,Tom Green County
26,26,26,26,26,26,26,48453,Travis County
NA,NA,NA,NA,NA,NA,NA,48455,Trinity County
NA,NA,NA,NA,NA,NA,NA,48457,Tyler County
26,NA,NA,26,26,24.8,24,48459,Upshur County
NA,NA,NA,NA,NA,NA,NA,48461,Upton County
NA,26,26,NA,NA,NA,NA,48463,Uvalde County
26,26,26,26,26,26,26,48465,Val Verde County
26,NA,26,26,26,26,26,48467,Van Zandt County
26,26,26,26,26,26,26,48469,Victoria County
26,26,26,26,26,26,26,48471,Walker County
26,26,26,NA,26,26,26,48473,Waller County
NA,NA,NA,NA,NA,NA,NA,48475,Ward County
26,NA,NA,NA,NA,NA,NA,48477,Washington County
26,26,26,26,26,26,26,48479,Webb County
26,26,26,26,26,26,26,48481,Wharton County
NA,NA,NA,NA,NA,NA,NA,48483,Wheeler County
25.6,25.6,25.6,25.6,24.8,25.6,25.6,48485,Wichita County
NA,NA,NA,NA,NA,NA,NA,48487,Wilbarger County
NA,NA,NA,NA,NA,NA,NA,48489,Willacy County
26,26,26,26,26,26,26,48491,Williamson County
26,26,NA,NA,NA,NA,NA,48493,Wilson County
NA,NA,NA,NA,NA,NA,NA,48495,Winkler County
26,26,26,26,26,26,26,48497,Wise County
NA,NA,NA,NA,NA,26,26,48499,Wood County
NA,NA,NA,NA,NA,NA,NA,48501,Yoakum County
NA,NA,NA,NA,NA,NA,NA,48503,Young County
25.6,NA,NA,NA,NA,NA,NA,48505,Zapata County
NA,NA,NA,NA,NA,NA,NA,48507,Zavala County
26,26,26,26,26,26,26,49000,Utah
NA,NA,NA,NA,NA,NA,NA,49001,Beaver County
26,26,26,26,26,26,26,49003,Box Elder County
26,26,26,26,26,26,26,49005,Cache County
NA,NA,NA,NA,NA,NA,NA,49007,Carbon County
NA,NA,NA,NA,NA,NA,NA,49009,Daggett County
26,26,26,26,26,26,26,49011,Davis County
26,NA,NA,NA,NA,NA,NA,49013,Duchesne County
NA,NA,NA,NA,NA,NA,NA,49015,Emery County
NA,NA,NA,NA,NA,NA,NA,49017,Garfield County
NA,NA,NA,NA,NA,NA,NA,49019,Grand County
26,26,26,26,26,26,26,49021,Iron County
NA,NA,NA,NA,NA,NA,NA,49023,Juab County
NA,NA,NA,NA,NA,NA,NA,49025,Kane County
NA,NA,NA,NA,NA,NA,NA,49027,Millard County
NA,NA,NA,NA,NA,NA,NA,49029,Morgan County
NA,NA,NA,NA,NA,NA,NA,49031,Piute County
NA,NA,NA,NA,NA,NA,NA,49033,Rich County
26,26,26,26,26,26,26,49035,Salt Lake County
NA,NA,NA,NA,NA,NA,NA,49037,San Juan County
26,NA,NA,NA,NA,NA,NA,49039,Sanpete County
25.6,25.6,NA,25.6,24.8,NA,NA,49041,Sevier County
26,NA,NA,NA,NA,NA,NA,49043,Summit County
26,26,26,26,26,26,26,49045,Tooele County
26,26,26,26,26,26,26,49047,Uintah County
26,26,26,26,26,26,26,49049,Utah County
26,NA,NA,NA,NA,NA,NA,49051,Wasatch County
26,26,26,26,26,26,26,49053,Washington County
NA,NA,NA,NA,NA,NA,NA,49055,Wayne County
26,26,26,26,26,26,26,49057,Weber County
26,26,26,26,26,26,26,50000,Vermont
NA,NA,NA,NA,NA,NA,NA,50001,Addison County
24.8,NA,26,25.6,NA,NA,NA,50003,Bennington County
NA,NA,NA,NA,NA,NA,NA,50005,Caledonia County
26,26,26,26,26,26,26,50007,Chittenden County
NA,NA,NA,NA,NA,NA,NA,50009,Essex County
26,26,26,26,NA,NA,NA,50011,Franklin County
NA,NA,NA,NA,NA,NA,NA,50013,Grand Isle County
NA,NA,NA,NA,NA,NA,NA,50015,Lamoille County
26,NA,NA,NA,NA,NA,NA,50017,Orange County
NA,NA,NA,NA,NA,NA,NA,50019,Orleans County
26,26,26,26,26,NA,NA,50021,Rutland County
26,26,26,26,26,NA,NA,50023,Washington County
26,NA,NA,NA,NA,NA,NA,50025,Windham County
26,26,26,26,26,NA,NA,50027,Windsor County
26,26,26,26,26,26,26,51000,Virginia
24.8,24.8,24.8,23.2,24,24,24.8,51001,Accomack County
26,26,26,26,26,NA,NA,51003,Albemarle County
NA,NA,NA,NA,NA,NA,NA,51005,Alleghany County
NA,NA,NA,NA,NA,NA,NA,51007,Amelia County
25.6,NA,NA,25.6,NA,NA,NA,51009,Amherst County
NA,NA,NA,NA,NA,NA,NA,51011,Appomattox County
26,26,26,26,26,26,26,51013,Arlington County
26,26,26,26,NA,NA,NA,51015,Augusta County
NA,NA,NA,NA,NA,NA,NA,51017,Bath County
26,26,NA,26,26,NA,26,51019,Bedford County
NA,NA,NA,NA,NA,NA,NA,51021,Bland County
24,23.2,23.2,23.2,23.2,NA,NA,51023,Botetourt County
23.2,NA,NA,NA,NA,NA,NA,51025,Brunswick County
24.8,NA,NA,NA,NA,NA,NA,51027,Buchanan County
NA,NA,NA,NA,NA,NA,NA,51029,Buckingham County
26,26,26,26,26,26,26,51031,Campbell County
26,NA,NA,26,26,NA,NA,51033,Caroline County
26,NA,NA,NA,NA,NA,NA,51035,Carroll County
NA,NA,NA,NA,NA,NA,NA,51036,Charles City County
NA,NA,NA,NA,NA,NA,NA,51037,Charlotte County
26,26,26,26,26,26,26,51041,Chesterfield County
NA,NA,NA,NA,NA,NA,NA,51043,Clarke County
NA,NA,NA,NA,NA,NA,NA,51045,Craig County
26,26,26,26,26,26,26,51047,Culpeper County
NA,NA,NA,NA,NA,NA,NA,51049,Cumberland County
NA,NA,NA,NA,NA,NA,NA,51051,Dickenson County
25.6,NA,NA,NA,NA,NA,NA,51053,Dinwiddie County
NA,NA,NA,NA,NA,NA,NA,51057,Essex County
26,26,26,26,26,26,26,51059,Fairfax County
26,26,26,26,26,26,26,51061,Fauquier County
NA,NA,NA,NA,NA,NA,NA,51063,Floyd County
NA,NA,NA,NA,NA,NA,NA,51065,Fluvanna County
26,26,26,26,26,NA,26,51067,Franklin County
26,26,26,26,26,26,26,51069,Frederick County
NA,NA,NA,NA,NA,NA,NA,51071,Giles County
26,NA,NA,NA,NA,NA,NA,51073,Gloucester County
NA,NA,NA,NA,NA,NA,NA,51075,Goochland County
NA,NA,NA,NA,NA,NA,NA,51077,Grayson County
NA,NA,NA,NA,NA,NA,NA,51079,Greene County
NA,NA,NA,NA,NA,NA,NA,51081,Greensville County
